집계월,시도,시군구,나이,1종소계,2종소계,2종 원자
2024-12-31,서울,서울 송파,27,2271,5527,19
2024-12-31,서울,서울 송파,28,2605,5838,28
2024-12-31,서울,서울 송파,29,3131,6212,26
2024-12-31,서울,서울 송파,30,3321,6405,20
2024-12-31,서울,서울 송파,31,3655,6387,23
2024-12-31,서울,서울 송파,32,3925,6232,15
2024-12-31,서울,서울 송파,33,3968,6179,16
2024-12-31,서울,서울 송파,34,3898,5491,18
2024-12-31,서울,서울 송파,35,3784,5358,24
2024-12-31,서울,서울 송파,36,4052,5205,11
2024-12-31,서울,서울 송파,37,4093,5112,10
2024-12-31,서울,서울 송파,38,4314,4900,9
2024-12-31,서울,서울 송파,39,4529,4717,12
2024-12-31,서울,서울 송파,40,4639,4707,15
2024-12-31,서울,서울 송파,41,5422,4881,8
2024-12-31,서울,서울 송파,42,5943,5085,7
2024-12-31,서울,서울 송파,43,5980,5011,10
2024-12-31,서울,서울 송파,44,5868,4918,9
2024-12-31,서울,서울 송파,45,5756,4831,15
2024-12-31,서울,서울 송파,46,4844,3920,6
2024-12-31,서울,서울 송파,47,5103,4261,11
2024-12-31,서울,서울 송파,48,5082,3918,11
2024-12-31,서울,서울 송파,49,5116,3925,12
2024-12-31,서울,서울 송파,50,5429,4166,11
2024-12-31,서울,서울 송파,51,5261,4285,11
2024-12-31,서울,서울 송파,52,5537,4269,21
2024-12-31,서울,서울 송파,53,5811,4461,17
2024-12-31,서울,서울 송파,54,5672,4152,24
2024-12-31,서울,서울 송파,55,5411,4059,17
2024-12-31,서울,서울 송파,56,5385,3915,15
2024-12-31,서울,서울 송파,57,5007,3681,20
2024-12-31,서울,서울 송파,58,4608,3124,15
2024-12-31,서울,서울 송파,59,4787,3500,17
2024-12-31,서울,서울 송파,60,4737,3485,22
2024-12-31,서울,서울 송파,61,4566,3276,16
2024-12-31,서울,서울 송파,62,4696,3430,23
2024-12-31,서울,서울 송파,63,4791,3509,12
2024-12-31,서울,서울 송파,64,4846,3642,27
2024-12-31,서울,서울 송파,65,4570,3378,28
2024-12-31,서울,서울 송파,66,4115,3143,20
2024-12-31,서울,서울 송파,67,4131,3305,21
2024-12-31,서울,서울 송파,68,3594,2952,25
2024-12-31,서울,서울 송파,69,3789,3229,26
2024-12-31,서울,서울 송파,70,3055,2497,15
2024-12-31,서울,서울 송파,71,2540,2217,11
2024-12-31,서울,서울 송파,72,2544,2273,15
2024-12-31,서울,서울 송파,73,1623,1388,17
2024-12-31,서울,서울 송파,74,1605,1559,9
2024-12-31,서울,서울 송파,75,1479,1442,14
2024-12-31,서울,서울 송파,76,1201,1371,15
2024-12-31,서울,서울 송파,77,1043,1257,8
2024-12-31,서울,서울 송파,78,765,934,9
2024-12-31,서울,서울 송파,79,490,682,6
2024-12-31,서울,서울 송파,80,410,596,3
2024-12-31,서울,서울 송파,81,308,571,7
2024-12-31,서울,서울 송파,82,293,534,15
2024-12-31,서울,서울 송파,83,184,414,5
2024-12-31,서울,서울 송파,84,117,302,4
2024-12-31,서울,서울 송파,85,103,251,7
2024-12-31,서울,서울 송파,86,56,181,3
2024-12-31,서울,서울 송파,87,35,163,3
2024-12-31,서울,서울 송파,88,29,138,2
2024-12-31,서울,서울 송파,89,30,99,0
2024-12-31,서울,서울 송파,90,19,74,1
2024-12-31,서울,서울 송파,91,11,47,1
2024-12-31,서울,서울 송파,92,10,31,0
2024-12-31,서울,서울 송파,93,7,20,0
2024-12-31,서울,서울 송파,94,5,18,0
2024-12-31,서울,서울 송파,95,4,22,0
2024-12-31,서울,서울 송파,96,1,6,0
2024-12-31,서울,서울 송파,97,3,8,0
2024-12-31,서울,서울 송파,98,1,9,0
2024-12-31,서울,서울 송파,99,12,28,1
2024-12-31,서울,서울 양천,16,0,9,9
2024-12-31,서울,서울 양천,17,0,16,16
2024-12-31,서울,서울 양천,18,98,116,10
2024-12-31,서울,서울 양천,19,416,672,12
2024-12-31,서울,서울 양천,20,662,1048,16
2024-12-31,서울,서울 양천,21,791,1324,11
2024-12-31,서울,서울 양천,22,784,1492,9
2024-12-31,서울,서울 양천,23,873,1885,5
2024-12-31,서울,서울 양천,24,1061,2305,24
2024-12-31,서울,서울 양천,25,1108,2448,11
2024-12-31,서울,서울 양천,26,1236,2517,13
2024-12-31,서울,서울 양천,27,1358,2755,15
2024-12-31,서울,서울 양천,28,1497,2885,21
2024-12-31,서울,서울 양천,29,1720,2915,21
2024-12-31,서울,서울 양천,30,1719,2970,26
2024-12-31,서울,서울 양천,31,1929,2858,8
2024-12-31,서울,서울 양천,32,2057,2747,8
2024-12-31,서울,서울 양천,33,2146,2746,11
2024-12-31,서울,서울 양천,34,2062,2318,10
2024-12-31,서울,서울 양천,35,1964,2341,18
2024-12-31,서울,서울 양천,36,2022,2292,9
2024-12-31,서울,서울 양천,37,2126,2233,8
2024-12-31,서울,서울 양천,38,2274,2279,6
2024-12-31,서울,서울 양천,39,2635,2405,6
2024-12-31,서울,서울 양천,40,2809,2428,11
2024-12-31,서울,서울 양천,41,3283,2655,10
2024-12-31,서울,서울 양천,42,3731,2785,16
2024-12-31,서울,서울 양천,43,4064,2863,6
2024-12-31,서울,서울 양천,44,4196,2895,2
2024-12-31,서울,서울 양천,45,4211,2971,7
2024-12-31,서울,서울 양천,46,3703,2625,8
2024-12-31,서울,서울 양천,47,3887,2893,15
2024-12-31,서울,서울 양천,48,4042,2727,6
2024-12-31,서울,서울 양천,49,3985,2626,11
2024-12-31,서울,서울 양천,50,4359,2862,9
2024-12-31,서울,서울 양천,51,4150,2813,7
2024-12-31,서울,서울 양천,52,4368,2820,12
2024-12-31,서울,서울 양천,53,4480,2824,10
2024-12-31,서울,서울 양천,54,4254,2658,14
2024-12-31,서울,서울 양천,55,4209,2538,12
2024-12-31,서울,서울 양천,56,3851,2424,15
2024-12-31,서울,서울 양천,57,3634,2317,14
2024-12-31,서울,서울 양천,58,3423,2063,10
2024-12-31,서울,서울 양천,59,3351,2177,15
2024-12-31,서울,서울 양천,60,3386,2184,15
2024-12-31,서울,서울 양천,61,3077,2029,16
2024-12-31,서울,서울 양천,62,3380,2118,16
2024-12-31,서울,서울 양천,63,3440,2041,28
2024-12-31,서울,서울 양천,64,3419,2078,27
2024-12-31,서울,서울 양천,65,3058,2027,22
2024-12-31,서울,서울 양천,66,2746,1898,23
2024-12-31,서울,서울 양천,67,2749,1801,18
2024-12-31,서울,서울 양천,68,2376,1684,24
2024-12-31,서울,서울 양천,69,2411,1709,20
2024-12-31,서울,서울 양천,70,2081,1341,22
2024-12-31,서울,서울 양천,71,1651,1164,20
2024-12-31,서울,서울 양천,72,1669,1170,17
2024-12-31,서울,서울 양천,73,1016,700,11
2024-12-31,서울,서울 양천,74,1089,737,18
2024-12-31,서울,서울 양천,75,911,674,10
2024-12-31,서울,서울 양천,76,768,612,6
2024-12-31,서울,서울 양천,77,642,571,14
2024-12-31,서울,서울 양천,78,466,415,8
2024-12-31,서울,서울 양천,79,279,295,6
2024-12-31,서울,서울 양천,80,247,288,6
2024-12-31,서울,서울 양천,81,182,197,8
2024-12-31,서울,서울 양천,82,171,218,6
2024-12-31,서울,서울 양천,83,105,152,4
2024-12-31,서울,서울 양천,84,65,121,3
2024-12-31,서울,서울 양천,85,48,101,5
2024-12-31,서울,서울 양천,86,34,71,5
2024-12-31,서울,서울 양천,87,16,69,1
2024-12-31,서울,서울 양천,88,15,54,3
2024-12-31,서울,서울 양천,89,7,33,1
2024-12-31,서울,서울 양천,90,6,33,3
2024-12-31,서울,서울 양천,91,5,23,1
2024-12-31,서울,서울 양천,92,5,10,0
2024-12-31,서울,서울 양천,93,5,5,0
2024-12-31,서울,서울 양천,94,0,11,0
2024-12-31,서울,서울 양천,95,1,3,0
2024-12-31,서울,서울 양천,96,4,3,0
2024-12-31,서울,서울 양천,97,1,1,0
2024-12-31,서울,서울 양천,98,1,2,0
2024-12-31,서울,서울 양천,99,4,7,0
2024-12-31,서울,서울 영등포,16,0,10,10
2024-12-31,서울,서울 영등포,17,0,28,28
2024-12-31,서울,서울 영등포,18,55,83,7
2024-12-31,서울,서울 영등포,19,279,470,14
2024-12-31,서울,서울 영등포,20,374,749,14
2024-12-31,서울,서울 영등포,21,564,964,18
2024-12-31,서울,서울 영등포,22,634,1277,11
2024-12-31,서울,서울 영등포,23,759,1911,10
2024-12-31,서울,서울 영등포,24,1040,2652,10
2024-12-31,서울,서울 영등포,25,1338,3138,10
2024-12-31,서울,서울 영등포,26,1612,3669,13
2024-12-31,서울,서울 영등포,27,2050,4113,13
2024-12-31,서울,서울 영등포,28,2301,4427,10
2024-12-31,서울,서울 영등포,29,2625,4724,23
2024-12-31,서울,서울 영등포,30,3003,4720,16
2024-12-31,서울,서울 영등포,31,3076,4765,7
2024-12-31,서울,서울 영등포,32,3341,4503,11
2024-12-31,서울,서울 영등포,33,3437,4386,13
2024-12-31,서울,서울 영등포,34,3035,3900,8
2024-12-31,서울,서울 영등포,35,3116,3851,8
2024-12-31,서울,서울 영등포,36,3067,3466,11
2024-12-31,서울,서울 영등포,37,2993,3304,7
2024-12-31,서울,서울 영등포,38,3067,2975,5
2024-12-31,서울,서울 영등포,39,2989,2814,3
2024-12-31,서울,서울 영등포,40,3011,2547,8
2024-12-31,서울,서울 영등포,41,3167,2533,9
2024-12-31,서울,서울 영등포,42,3481,2570,8
2024-12-31,서울,서울 영등포,43,3247,2474,17
2024-12-31,서울,서울 영등포,44,3257,2259,18
2024-12-31,서울,서울 영등포,45,3065,2322,16
2024-12-31,서울,서울 영등포,46,2612,1920,14
2024-12-31,서울,서울 영등포,47,2778,2067,11
2024-12-31,서울,서울 영등포,48,2739,2027,8
2024-12-31,서울,서울 영등포,49,2668,2046,14
2024-12-31,서울,서울 영등포,50,2909,2116,17
2024-12-31,서울,서울 영등포,51,2995,2264,24
2024-12-31,서울,서울 영등포,52,3079,2349,19
2024-12-31,서울,서울 영등포,53,3328,2394,25
2024-12-31,서울,서울 영등포,54,3174,2287,30
2024-12-31,서울,서울 영등포,55,3181,2270,24
2024-12-31,서울,서울 영등포,56,3042,2239,21
2024-12-31,서울,서울 영등포,57,2746,2022,27
2024-12-31,서울,서울 영등포,58,2725,1829,27
2024-12-31,서울,서울 영등포,59,2807,1965,30
2024-12-31,서울,서울 영등포,60,2696,2002,27
2024-12-31,서울,서울 영등포,61,2444,1886,25
2024-12-31,서울,서울 영등포,62,2586,1963,32
2024-12-31,서울,서울 영등포,63,2490,1832,31
2024-12-31,서울,서울 영등포,64,2586,1828,32
2024-12-31,서울,서울 영등포,65,2401,1753,29
2024-12-31,서울,서울 영등포,66,2245,1577,27
2024-12-31,서울,서울 영등포,67,2038,1553,28
2024-12-31,서울,서울 영등포,68,1769,1359,19
2024-12-31,서울,서울 영등포,69,1860,1478,18
2024-12-31,서울,서울 영등포,70,1515,1113,18
2024-12-31,서울,서울 영등포,71,1175,928,26
2024-12-31,서울,서울 영등포,72,1248,929,23
2024-12-31,서울,서울 영등포,73,745,596,14
2024-12-31,서울,서울 영등포,74,812,661,14
2024-12-31,서울,서울 영등포,75,705,625,17
2024-12-31,서울,서울 영등포,76,597,588,13
2024-12-31,서울,서울 영등포,77,566,550,19
2024-12-31,서울,서울 영등포,78,395,462,10
2024-12-31,서울,서울 영등포,79,308,323,10
2024-12-31,서울,서울 영등포,80,226,297,6
2024-12-31,서울,서울 영등포,81,147,280,6
2024-12-31,서울,서울 영등포,82,164,294,8
2024-12-31,서울,서울 영등포,83,100,233,4
2024-12-31,서울,서울 영등포,84,78,189,10
2024-12-31,서울,서울 영등포,85,62,160,2
2024-12-31,서울,서울 영등포,86,42,126,5
2024-12-31,서울,서울 영등포,87,30,99,2
2024-12-31,서울,서울 영등포,88,28,96,1
2024-12-31,서울,서울 영등포,89,26,76,0
2024-12-31,서울,서울 영등포,90,13,45,0
2024-12-31,서울,서울 영등포,91,12,34,1
2024-12-31,서울,서울 영등포,92,10,29,0
2024-12-31,서울,서울 영등포,93,7,12,0
2024-12-31,서울,서울 영등포,94,4,12,0
2024-12-31,서울,서울 영등포,95,6,16,0
2024-12-31,서울,서울 영등포,96,4,17,0
2024-12-31,서울,서울 영등포,97,3,8,0
2024-12-31,서울,서울 영등포,98,0,2,0
2024-12-31,서울,서울 영등포,99,9,21,0
2024-12-31,서울,서울 용산,16,0,6,6
2024-12-31,서울,서울 용산,17,0,14,14
2024-12-31,서울,서울 용산,18,21,88,5
2024-12-31,서울,서울 용산,19,108,313,10
2024-12-31,서울,서울 용산,20,190,570,5
2024-12-31,서울,서울 용산,21,237,682,8
2024-12-31,서울,서울 용산,22,299,849,5
2024-12-31,서울,서울 용산,23,356,1110,13
2024-12-31,서울,서울 용산,24,463,1487,5
2024-12-31,서울,서울 용산,25,499,1520,5
2024-12-31,서울,서울 용산,26,637,1739,19
2024-12-31,서울,서울 용산,27,760,2006,19
2024-12-31,서울,서울 용산,28,931,2170,15
2024-12-31,서울,서울 용산,29,1054,2310,15
2024-12-31,서울,서울 용산,30,1203,2516,16
2024-12-31,서울,서울 용산,31,1239,2457,10
2024-12-31,서울,서울 용산,32,1431,2400,7
2024-12-31,서울,서울 용산,33,1414,2405,10
2024-12-31,서울,서울 용산,34,1353,2192,10
2024-12-31,서울,서울 용산,35,1316,2031,8
2024-12-31,서울,서울 용산,36,1271,2000,3
2024-12-31,서울,서울 용산,37,1237,1871,6
2024-12-31,서울,서울 용산,38,1245,1840,4
2024-12-31,서울,서울 용산,39,1406,1842,12
2024-12-31,서울,서울 용산,40,1413,1688,8
2024-12-31,서울,서울 용산,41,1495,1710,8
2024-12-31,서울,서울 용산,42,1597,1865,6
2024-12-31,서울,서울 용산,43,1593,1736,8
2024-12-31,서울,서울 용산,44,1644,1782,13
2024-12-31,서울,서울 용산,45,1412,1600,8
2024-12-31,서울,서울 용산,46,1246,1562,13
2024-12-31,서울,서울 용산,47,1350,1609,11
2024-12-31,서울,서울 용산,48,1258,1567,9
2024-12-31,서울,서울 용산,49,1318,1567,13
2024-12-31,서울,서울 용산,50,1546,1685,6
2024-12-31,서울,서울 용산,51,1502,1742,8
2024-12-31,서울,서울 용산,52,1654,1921,7
2024-12-31,서울,서울 용산,53,1767,2000,9
2024-12-31,서울,서울 용산,54,1715,1917,14
2024-12-31,서울,서울 용산,55,1758,1876,21
2024-12-31,서울,서울 용산,56,1637,1718,15
2024-12-31,서울,서울 용산,57,1495,1654,14
2024-12-31,서울,서울 용산,58,1326,1394,14
2024-12-31,서울,서울 용산,59,1416,1562,13
2024-12-31,서울,서울 용산,60,1473,1515,18
2024-12-31,서울,서울 용산,61,1399,1511,15
2024-12-31,서울,서울 용산,62,1461,1396,16
2024-12-31,서울,서울 용산,63,1374,1355,15
2024-12-31,서울,서울 용산,64,1348,1366,21
2024-12-31,서울,서울 용산,65,1271,1316,20
2024-12-31,서울,서울 용산,66,1171,1178,15
2024-12-31,서울,서울 용산,67,1136,1179,20
2024-12-31,서울,서울 용산,68,999,1078,13
2024-12-31,서울,서울 용산,69,1006,1056,15
2024-12-31,서울,서울 용산,70,809,854,16
2024-12-31,서울,서울 용산,71,695,738,8
2024-12-31,서울,서울 용산,72,609,745,15
2024-12-31,서울,서울 용산,73,385,459,9
2024-12-31,서울,서울 용산,74,431,524,12
2024-12-31,서울,서울 용산,75,378,535,12
2024-12-31,서울,서울 용산,76,361,443,6
2024-12-31,서울,서울 용산,77,323,401,5
2024-12-31,서울,서울 용산,78,210,383,8
2024-12-31,서울,서울 용산,79,183,283,6
2024-12-31,서울,서울 용산,80,132,252,4
2024-12-31,서울,서울 용산,81,116,232,5
2024-12-31,서울,서울 용산,82,121,245,6
2024-12-31,서울,서울 용산,83,80,227,5
2024-12-31,서울,서울 용산,84,67,173,5
2024-12-31,서울,서울 용산,85,50,125,2
2024-12-31,서울,서울 용산,86,43,120,2
2024-12-31,서울,서울 용산,87,27,104,4
2024-12-31,서울,서울 용산,88,25,71,1
2024-12-31,서울,서울 용산,89,31,57,1
2024-12-31,서울,서울 용산,90,16,50,2
2024-12-31,서울,서울 용산,91,11,34,1
2024-12-31,서울,서울 용산,92,8,37,0
2024-12-31,서울,서울 용산,93,17,18,1
2024-12-31,서울,서울 용산,94,7,16,0
2024-12-31,서울,서울 용산,95,7,10,1
2024-12-31,서울,서울 용산,96,7,16,0
2024-12-31,서울,서울 용산,97,3,6,0
2024-12-31,서울,서울 용산,98,1,4,0
2024-12-31,서울,서울 용산,99,13,38,0
2024-12-31,서울,서울 은평,16,0,21,21
2024-12-31,서울,서울 은평,17,0,31,31
2024-12-31,서울,서울 은평,18,116,139,29
2024-12-31,서울,서울 은평,19,414,580,16
2024-12-31,서울,서울 은평,20,664,974,23
2024-12-31,서울,서울 은평,21,798,1236,16
2024-12-31,서울,서울 은평,22,883,1515,13
2024-12-31,서울,서울 은평,23,1009,1979,20
2024-12-31,서울,서울 은평,24,1226,2662,25
2024-12-31,서울,서울 은평,25,1405,2859,17
2024-12-31,서울,서울 은평,26,1531,3047,23
2024-12-31,서울,서울 은평,27,1764,3442,26
2024-12-31,서울,서울 은평,28,1956,3574,29
2024-12-31,서울,서울 은평,29,2204,3682,33
2024-12-31,서울,서울 은평,30,2407,3716,27
2024-12-31,서울,서울 은평,31,2569,3631,23
2024-12-31,서울,서울 은평,32,2874,3465,17
2024-12-31,서울,서울 은평,33,2804,3266,26
2024-12-31,서울,서울 은평,34,2646,3002,24
2024-12-31,서울,서울 은평,35,2467,2834,18
2024-12-31,서울,서울 은평,36,2616,2614,16
2024-12-31,서울,서울 은평,37,2576,2484,11
2024-12-31,서울,서울 은평,38,2666,2366,15
2024-12-31,서울,서울 은평,39,2865,2277,15
2024-12-31,서울,서울 은평,40,2969,2219,12
2024-12-31,서울,서울 은평,41,3538,2393,19
2024-12-31,서울,서울 은평,42,3824,2439,16
2024-12-31,서울,서울 은평,43,3961,2472,17
2024-12-31,서울,서울 은평,44,3907,2401,13
2024-12-31,서울,서울 은평,45,3839,2369,17
2024-12-31,서울,서울 은평,46,3288,2027,10
2024-12-31,서울,서울 은평,47,3751,2197,17
2024-12-31,서울,서울 은평,48,3565,2134,6
2024-12-31,서울,서울 은평,49,3755,2253,14
2024-12-31,서울,서울 은평,50,4183,2404,14
2024-12-31,서울,서울 은평,51,4303,2607,15
2024-12-31,서울,서울 은평,52,4459,2426,18
2024-12-31,서울,서울 은평,53,4633,2696,21
2024-12-31,서울,서울 은평,54,4373,2539,20
2024-12-31,서울,서울 은평,55,4265,2445,14
2024-12-31,서울,서울 은평,56,4239,2345,22
2024-12-31,서울,서울 은평,57,3773,2178,21
2024-12-31,서울,서울 은평,58,3646,1886,26
2024-12-31,서울,서울 은평,59,3562,1954,32
2024-12-31,서울,서울 은평,60,3599,1947,37
2024-12-31,서울,서울 은평,61,3380,1888,32
2024-12-31,서울,서울 은평,62,3576,1989,27
2024-12-31,서울,서울 은평,63,3630,1970,34
2024-12-31,서울,서울 은평,64,3619,1992,35
2024-12-31,서울,서울 은평,65,3424,1898,37
2024-12-31,서울,서울 은평,66,3082,1669,21
2024-12-31,서울,서울 은평,67,2947,1697,32
2024-12-31,서울,서울 은평,68,2652,1524,35
2024-12-31,서울,서울 은평,69,2633,1448,33
2024-12-31,서울,서울 은평,70,2116,1186,31
2024-12-31,서울,서울 은평,71,1770,1006,25
2024-12-31,서울,서울 은평,72,1759,995,42
2024-12-31,서울,서울 은평,73,1132,704,28
2024-12-31,서울,서울 은평,74,1190,695,29
2024-12-31,서울,서울 은평,75,1022,654,20
2024-12-31,서울,서울 은평,76,879,626,25
2024-12-31,서울,서울 은평,77,880,588,26
2024-12-31,서울,서울 은평,78,561,438,23
2024-12-31,서울,서울 은평,79,416,343,10
2024-12-31,서울,서울 은평,80,309,304,17
2024-12-31,서울,서울 은평,81,285,256,7
2024-12-31,서울,서울 은평,82,259,312,22
2024-12-31,서울,서울 은평,83,191,245,23
2024-12-31,서울,서울 은평,84,145,174,11
2024-12-31,서울,서울 은평,85,94,159,11
2024-12-31,서울,서울 은평,86,68,129,9
2024-12-31,서울,서울 은평,87,41,111,7
2024-12-31,서울,서울 은평,88,30,99,11
2024-12-31,서울,서울 은평,89,25,66,1
2024-12-31,서울,서울 은평,90,12,63,2
2024-12-31,서울,서울 은평,91,10,19,3
2024-12-31,서울,서울 은평,92,8,26,5
2024-12-31,서울,서울 은평,93,6,13,1
2024-12-31,서울,서울 은평,94,2,13,0
2024-12-31,서울,서울 은평,95,3,11,0
2024-12-31,서울,서울 은평,96,5,7,0
2024-12-31,서울,서울 은평,97,3,6,0
2024-12-31,서울,서울 은평,98,0,4,0
2024-12-31,서울,서울 은평,99,4,18,1
2024-12-31,서울,서울 종로,16,0,1,1
2024-12-31,서울,서울 종로,17,0,4,4
2024-12-31,서울,서울 종로,18,33,42,5
2024-12-31,서울,서울 종로,19,112,197,5
2024-12-31,서울,서울 종로,20,146,390,3
2024-12-31,서울,서울 종로,21,206,496,4
2024-12-31,서울,서울 종로,22,236,731,13
2024-12-31,서울,서울 종로,23,353,940,21
2024-12-31,서울,서울 종로,24,461,1211,27
2024-12-31,서울,서울 종로,25,479,1381,16
2024-12-31,서울,서울 종로,26,528,1444,23
2024-12-31,서울,서울 종로,27,579,1588,13
2024-12-31,서울,서울 종로,28,665,1577,9
2024-12-31,서울,서울 종로,29,670,1550,17
2024-12-31,서울,서울 종로,30,725,1487,9
2024-12-31,서울,서울 종로,31,763,1389,11
2024-12-31,서울,서울 종로,32,823,1356,10
2024-12-31,서울,서울 종로,33,822,1252,11
2024-12-31,서울,서울 종로,34,717,1123,6
2024-12-31,서울,서울 종로,35,670,1091,9
2024-12-31,서울,서울 종로,36,660,1008,7
2024-12-31,서울,서울 종로,37,706,1013,6
2024-12-31,서울,서울 종로,38,681,890,10
2024-12-31,서울,서울 종로,39,770,930,4
2024-12-31,서울,서울 종로,40,714,897,6
2024-12-31,서울,서울 종로,41,967,957,2
2024-12-31,서울,서울 종로,42,945,999,7
2024-12-31,서울,서울 종로,43,1005,1062,8
2024-12-31,서울,서울 종로,44,996,992,4
2024-12-31,서울,서울 종로,45,982,1040,8
2024-12-31,서울,서울 종로,46,840,907,5
2024-12-31,서울,서울 종로,47,868,956,6
2024-12-31,서울,서울 종로,48,924,934,7
2024-12-31,서울,서울 종로,49,929,880,7
2024-12-31,서울,서울 종로,50,1058,1032,8
2024-12-31,서울,서울 종로,51,1079,1081,13
2024-12-31,서울,서울 종로,52,1140,1125,8
2024-12-31,서울,서울 종로,53,1285,1159,11
2024-12-31,서울,서울 종로,54,1250,1217,20
2024-12-31,서울,서울 종로,55,1179,1091,19
2024-12-31,서울,서울 종로,56,1147,1086,20
2024-12-31,서울,서울 종로,57,1085,1085,16
2024-12-31,서울,서울 종로,58,941,922,17
2024-12-31,서울,서울 종로,59,1018,910,20
2024-12-31,서울,서울 종로,60,1004,986,23
2024-12-31,서울,서울 종로,61,1001,953,21
2024-12-31,서울,서울 종로,62,1015,983,28
2024-12-31,서울,서울 종로,63,1008,938,22
2024-12-31,서울,서울 종로,64,947,931,11
2024-12-31,서울,서울 종로,65,900,839,22
2024-12-31,서울,서울 종로,66,830,759,14
2024-12-31,서울,서울 종로,67,815,740,12
2024-12-31,서울,서울 종로,68,677,689,24
2024-12-31,서울,서울 종로,69,756,731,16
2024-12-31,서울,서울 종로,70,568,589,18
2024-12-31,서울,서울 종로,71,474,495,9
2024-12-31,서울,서울 종로,72,489,489,8
2024-12-31,서울,서울 종로,73,269,296,11
2024-12-31,서울,서울 종로,74,283,327,12
2024-12-31,서울,서울 종로,75,274,344,8
2024-12-31,서울,서울 종로,76,218,330,12
2024-12-31,서울,서울 종로,77,234,302,3
2024-12-31,서울,서울 종로,78,149,233,4
2024-12-31,서울,서울 종로,79,105,194,6
2024-12-31,서울,서울 종로,80,105,185,1
2024-12-31,서울,서울 종로,81,71,158,7
2024-12-31,서울,서울 종로,82,66,149,5
2024-12-31,서울,서울 종로,83,61,159,11
2024-12-31,서울,서울 종로,84,50,94,2
2024-12-31,서울,서울 종로,85,34,86,2
2024-12-31,서울,서울 종로,86,26,89,2
2024-12-31,서울,서울 종로,87,18,66,0
2024-12-31,서울,서울 종로,88,22,60,0
2024-12-31,서울,서울 종로,89,12,36,0
2024-12-31,서울,서울 종로,90,10,43,2
2024-12-31,서울,서울 종로,91,7,28,1
2024-12-31,서울,서울 종로,92,6,23,1
2024-12-31,서울,서울 종로,93,4,16,0
2024-12-31,서울,서울 종로,94,2,6,0
2024-12-31,서울,서울 종로,95,2,11,0
2024-12-31,서울,서울 종로,96,4,9,0
2024-12-31,서울,서울 종로,97,1,6,0
2024-12-31,서울,서울 종로,98,0,2,0
2024-12-31,서울,서울 종로,99,8,14,0
2024-12-31,서울,서울 중구,16,0,1,1
2024-12-31,서울,서울 중구,17,0,3,3
2024-12-31,서울,서울 중구,18,15,36,3
2024-12-31,서울,서울 중구,19,68,160,5
2024-12-31,서울,서울 중구,20,123,293,3
2024-12-31,서울,서울 중구,21,136,369,11
2024-12-31,서울,서울 중구,22,216,477,7
2024-12-31,서울,서울 중구,23,304,662,18
2024-12-31,서울,서울 중구,24,364,935,9
2024-12-31,서울,서울 중구,25,381,968,15
2024-12-31,서울,서울 중구,26,427,1174,8
2024-12-31,서울,서울 중구,27,494,1301,14
2024-12-31,서울,서울 중구,28,566,1316,12
2024-12-31,서울,서울 중구,29,609,1438,10
2024-12-31,서울,서울 중구,30,755,1491,13
2024-12-31,서울,서울 중구,31,791,1460,4
2024-12-31,서울,서울 중구,32,887,1520,8
2024-12-31,서울,서울 중구,33,861,1401,7
2024-12-31,서울,서울 중구,34,813,1294,7
2024-12-31,서울,서울 중구,35,867,1198,8
2024-12-31,서울,서울 중구,36,823,1250,6
2024-12-31,서울,서울 중구,37,829,1053,4
2024-12-31,서울,서울 중구,38,795,1024,12
2024-12-31,서울,서울 중구,39,849,1010,6
2024-12-31,서울,서울 중구,40,773,921,7
2024-12-31,서울,서울 중구,41,935,944,6
2024-12-31,서울,서울 중구,42,888,883,5
2024-12-31,서울,서울 중구,43,961,824,8
2024-12-31,서울,서울 중구,44,885,859,2
2024-12-31,서울,서울 중구,45,843,748,5
2024-12-31,서울,서울 중구,46,748,716,10
2024-12-31,서울,서울 중구,47,725,740,6
2024-12-31,서울,서울 중구,48,741,677,10
2024-12-31,서울,서울 중구,49,756,714,6
2024-12-31,서울,서울 중구,50,834,755,10
2024-12-31,서울,서울 중구,51,827,804,11
2024-12-31,서울,서울 중구,52,867,851,11
2024-12-31,서울,서울 중구,53,1014,830,9
2024-12-31,서울,서울 중구,54,936,880,10
2024-12-31,서울,서울 중구,55,923,881,18
2024-12-31,서울,서울 중구,56,963,829,17
2024-12-31,서울,서울 중구,57,889,758,17
2024-12-31,서울,서울 중구,58,799,648,23
2024-12-31,서울,서울 중구,59,789,760,13
2024-12-31,서울,서울 중구,60,853,730,18
2024-12-31,서울,서울 중구,61,801,729,16
2024-12-31,서울,서울 중구,62,830,699,21
2024-12-31,서울,서울 중구,63,819,677,23
2024-12-31,서울,서울 중구,64,793,728,26
2024-12-31,서울,서울 중구,65,778,583,15
2024-12-31,서울,서울 중구,66,710,612,8
2024-12-31,서울,서울 중구,67,679,629,10
2024-12-31,서울,서울 중구,68,664,524,18
2024-12-31,서울,서울 중구,69,623,570,20
2024-12-31,서울,서울 중구,70,548,450,12
2024-12-31,서울,서울 중구,71,386,358,14
2024-12-31,서울,서울 중구,72,419,371,6
2024-12-31,서울,서울 중구,73,231,238,13
2024-12-31,서울,서울 중구,74,261,248,11
2024-12-31,서울,서울 중구,75,243,222,8
2024-12-31,서울,서울 중구,76,213,223,14
2024-12-31,서울,서울 중구,77,178,203,6
