집계월,시도,시군구,나이,1종소계,2종소계,2종 원자
2024-12-31,서울,서울 동대문,64,2395,1365,42
2024-12-31,서울,서울 동대문,65,2274,1252,43
2024-12-31,서울,서울 동대문,66,2152,1147,37
2024-12-31,서울,서울 동대문,67,2078,1175,29
2024-12-31,서울,서울 동대문,68,1761,1086,40
2024-12-31,서울,서울 동대문,69,1784,1067,37
2024-12-31,서울,서울 동대문,70,1515,828,34
2024-12-31,서울,서울 동대문,71,1284,696,37
2024-12-31,서울,서울 동대문,72,1199,712,35
2024-12-31,서울,서울 동대문,73,746,439,19
2024-12-31,서울,서울 동대문,74,790,470,30
2024-12-31,서울,서울 동대문,75,707,414,15
2024-12-31,서울,서울 동대문,76,600,401,30
2024-12-31,서울,서울 동대문,77,524,393,20
2024-12-31,서울,서울 동대문,78,385,301,18
2024-12-31,서울,서울 동대문,79,279,262,20
2024-12-31,서울,서울 동대문,80,229,199,11
2024-12-31,서울,서울 동대문,81,219,196,14
2024-12-31,서울,서울 동대문,82,172,171,9
2024-12-31,서울,서울 동대문,83,134,167,12
2024-12-31,서울,서울 동대문,84,74,129,11
2024-12-31,서울,서울 동대문,85,70,72,3
2024-12-31,서울,서울 동대문,86,48,81,6
2024-12-31,서울,서울 동대문,87,39,66,1
2024-12-31,서울,서울 동대문,88,18,44,4
2024-12-31,서울,서울 동대문,89,8,36,2
2024-12-31,서울,서울 동대문,90,9,39,4
2024-12-31,서울,서울 동대문,91,7,17,3
2024-12-31,서울,서울 동대문,92,6,19,3
2024-12-31,서울,서울 동대문,93,7,12,2
2024-12-31,서울,서울 동대문,94,6,10,1
2024-12-31,서울,서울 동대문,95,3,8,0
2024-12-31,서울,서울 동대문,96,3,7,0
2024-12-31,서울,서울 동대문,97,0,1,0
2024-12-31,서울,서울 동대문,98,3,5,0
2024-12-31,서울,서울 동대문,99,8,17,0
2024-12-31,서울,서울 동작,16,0,11,11
2024-12-31,서울,서울 동작,17,0,17,17
2024-12-31,서울,서울 동작,18,65,82,20
2024-12-31,서울,서울 동작,19,373,588,15
2024-12-31,서울,서울 동작,20,540,1026,29
2024-12-31,서울,서울 동작,21,718,1349,21
2024-12-31,서울,서울 동작,22,928,1756,12
2024-12-31,서울,서울 동작,23,1322,2469,15
2024-12-31,서울,서울 동작,24,1554,3158,28
2024-12-31,서울,서울 동작,25,1734,3486,16
2024-12-31,서울,서울 동작,26,2056,3696,14
2024-12-31,서울,서울 동작,27,2148,3939,23
2024-12-31,서울,서울 동작,28,2327,4058,22
2024-12-31,서울,서울 동작,29,2485,3923,17
2024-12-31,서울,서울 동작,30,2579,3795,17
2024-12-31,서울,서울 동작,31,2537,3723,17
2024-12-31,서울,서울 동작,32,2709,3562,14
2024-12-31,서울,서울 동작,33,2620,3374,16
2024-12-31,서울,서울 동작,34,2434,2916,10
2024-12-31,서울,서울 동작,35,2397,2748,11
2024-12-31,서울,서울 동작,36,2345,2772,10
2024-12-31,서울,서울 동작,37,2272,2487,8
2024-12-31,서울,서울 동작,38,2339,2257,10
2024-12-31,서울,서울 동작,39,2543,2257,9
2024-12-31,서울,서울 동작,40,2467,2115,7
2024-12-31,서울,서울 동작,41,2803,2115,9
2024-12-31,서울,서울 동작,42,3020,2159,10
2024-12-31,서울,서울 동작,43,3073,2060,8
2024-12-31,서울,서울 동작,44,3029,2099,13
2024-12-31,서울,서울 동작,45,2909,2115,8
2024-12-31,서울,서울 동작,46,2540,1740,10
2024-12-31,서울,서울 동작,47,2659,1948,11
2024-12-31,서울,서울 동작,48,2817,1948,4
2024-12-31,서울,서울 동작,49,2703,1964,9
2024-12-31,서울,서울 동작,50,2926,2174,15
2024-12-31,서울,서울 동작,51,2972,2247,11
2024-12-31,서울,서울 동작,52,3006,2339,12
2024-12-31,서울,서울 동작,53,3255,2422,9
2024-12-31,서울,서울 동작,54,3092,2369,9
2024-12-31,서울,서울 동작,55,3034,2336,23
2024-12-31,서울,서울 동작,56,2944,2165,16
2024-12-31,서울,서울 동작,57,2681,2008,11
2024-12-31,서울,서울 동작,58,2477,1788,9
2024-12-31,서울,서울 동작,59,2495,1877,17
2024-12-31,서울,서울 동작,60,2595,1849,16
2024-12-31,서울,서울 동작,61,2360,1808,18
2024-12-31,서울,서울 동작,62,2516,1837,13
2024-12-31,서울,서울 동작,63,2415,1855,22
2024-12-31,서울,서울 동작,64,2474,1942,18
2024-12-31,서울,서울 동작,65,2337,1723,22
2024-12-31,서울,서울 동작,66,2143,1579,22
2024-12-31,서울,서울 동작,67,2064,1630,18
2024-12-31,서울,서울 동작,68,1804,1481,20
2024-12-31,서울,서울 동작,69,1888,1495,19
2024-12-31,서울,서울 동작,70,1456,1195,16
2024-12-31,서울,서울 동작,71,1224,1003,20
2024-12-31,서울,서울 동작,72,1336,1040,21
2024-12-31,서울,서울 동작,73,806,689,22
2024-12-31,서울,서울 동작,74,837,678,14
2024-12-31,서울,서울 동작,75,692,674,11
2024-12-31,서울,서울 동작,76,637,629,16
2024-12-31,서울,서울 동작,77,612,624,17
2024-12-31,서울,서울 동작,78,400,441,13
2024-12-31,서울,서울 동작,79,288,340,7
2024-12-31,서울,서울 동작,80,232,301,9
2024-12-31,서울,서울 동작,81,190,276,9
2024-12-31,서울,서울 동작,82,176,312,9
2024-12-31,서울,서울 동작,83,122,237,6
2024-12-31,서울,서울 동작,84,83,182,7
2024-12-31,서울,서울 동작,85,68,132,4
2024-12-31,서울,서울 동작,86,43,108,1
2024-12-31,서울,서울 동작,87,35,94,8
2024-12-31,서울,서울 동작,88,19,80,3
2024-12-31,서울,서울 동작,89,10,62,4
2024-12-31,서울,서울 동작,90,9,49,3
2024-12-31,서울,서울 동작,91,7,32,0
2024-12-31,서울,서울 동작,92,5,24,1
2024-12-31,서울,서울 동작,93,5,12,0
2024-12-31,서울,서울 동작,94,6,9,0
2024-12-31,서울,서울 동작,95,4,16,0
2024-12-31,서울,서울 동작,96,3,4,0
2024-12-31,서울,서울 동작,97,1,4,0
2024-12-31,서울,서울 동작,98,2,2,0
2024-12-31,서울,서울 동작,99,7,17,0
2024-12-31,서울,서울 마포,16,0,12,12
2024-12-31,서울,서울 마포,17,0,28,28
2024-12-31,서울,서울 마포,18,56,103,10
2024-12-31,서울,서울 마포,19,257,468,8
2024-12-31,서울,서울 마포,20,419,954,9
2024-12-31,서울,서울 마포,21,564,1279,11
2024-12-31,서울,서울 마포,22,668,1581,12
2024-12-31,서울,서울 마포,23,923,2312,19
2024-12-31,서울,서울 마포,24,1192,2992,22
2024-12-31,서울,서울 마포,25,1221,3286,25
2024-12-31,서울,서울 마포,26,1387,3571,20
2024-12-31,서울,서울 마포,27,1671,4010,32
2024-12-31,서울,서울 마포,28,1814,4014,20
2024-12-31,서울,서울 마포,29,2052,4101,30
2024-12-31,서울,서울 마포,30,2227,4159,23
2024-12-31,서울,서울 마포,31,2412,4069,29
2024-12-31,서울,서울 마포,32,2525,4105,25
2024-12-31,서울,서울 마포,33,2552,3795,17
2024-12-31,서울,서울 마포,34,2328,3379,16
2024-12-31,서울,서울 마포,35,2217,3230,16
2024-12-31,서울,서울 마포,36,2455,2994,5
2024-12-31,서울,서울 마포,37,2378,2855,5
2024-12-31,서울,서울 마포,38,2526,2895,6
2024-12-31,서울,서울 마포,39,2693,2521,6
2024-12-31,서울,서울 마포,40,2759,2439,6
2024-12-31,서울,서울 마포,41,2958,2561,8
2024-12-31,서울,서울 마포,42,3184,2599,12
2024-12-31,서울,서울 마포,43,3308,2327,9
2024-12-31,서울,서울 마포,44,3088,2183,10
2024-12-31,서울,서울 마포,45,3012,2348,10
2024-12-31,서울,서울 마포,46,2653,1944,9
2024-12-31,서울,서울 마포,47,2812,2145,5
2024-12-31,서울,서울 마포,48,2772,2150,5
2024-12-31,서울,서울 마포,49,2893,2119,11
2024-12-31,서울,서울 마포,50,3095,2199,8
2024-12-31,서울,서울 마포,51,3268,2309,9
2024-12-31,서울,서울 마포,52,3326,2298,11
2024-12-31,서울,서울 마포,53,3403,2324,11
2024-12-31,서울,서울 마포,54,3208,2199,13
2024-12-31,서울,서울 마포,55,3230,2139,15
2024-12-31,서울,서울 마포,56,2970,1972,12
2024-12-31,서울,서울 마포,57,2590,1819,14
2024-12-31,서울,서울 마포,58,2451,1480,16
2024-12-31,서울,서울 마포,59,2542,1635,16
2024-12-31,서울,서울 마포,60,2328,1630,16
2024-12-31,서울,서울 마포,61,2203,1488,19
2024-12-31,서울,서울 마포,62,2398,1447,24
2024-12-31,서울,서울 마포,63,2350,1434,29
2024-12-31,서울,서울 마포,64,2342,1499,21
2024-12-31,서울,서울 마포,65,2131,1338,21
2024-12-31,서울,서울 마포,66,1853,1205,22
2024-12-31,서울,서울 마포,67,1826,1185,16
2024-12-31,서울,서울 마포,68,1600,1108,13
2024-12-31,서울,서울 마포,69,1615,1059,20
2024-12-31,서울,서울 마포,70,1287,783,17
2024-12-31,서울,서울 마포,71,1033,727,12
2024-12-31,서울,서울 마포,72,1049,762,15
2024-12-31,서울,서울 마포,73,649,413,10
2024-12-31,서울,서울 마포,74,677,451,9
2024-12-31,서울,서울 마포,75,580,501,10
2024-12-31,서울,서울 마포,76,498,435,11
2024-12-31,서울,서울 마포,77,479,415,14
2024-12-31,서울,서울 마포,78,296,286,9
2024-12-31,서울,서울 마포,79,249,287,7
2024-12-31,서울,서울 마포,80,239,238,8
2024-12-31,서울,서울 마포,81,188,213,7
2024-12-31,서울,서울 마포,82,191,230,2
2024-12-31,서울,서울 마포,83,128,203,10
2024-12-31,서울,서울 마포,84,73,163,5
2024-12-31,서울,서울 마포,85,58,140,4
2024-12-31,서울,서울 마포,86,51,97,5
2024-12-31,서울,서울 마포,87,40,97,3
2024-12-31,서울,서울 마포,88,29,69,1
2024-12-31,서울,서울 마포,89,9,61,4
2024-12-31,서울,서울 마포,90,15,35,1
2024-12-31,서울,서울 마포,91,6,32,2
2024-12-31,서울,서울 마포,92,5,23,0
2024-12-31,서울,서울 마포,93,4,17,0
2024-12-31,서울,서울 마포,94,3,14,0
2024-12-31,서울,서울 마포,95,2,14,0
2024-12-31,서울,서울 마포,96,4,7,0
2024-12-31,서울,서울 마포,97,3,5,0
2024-12-31,서울,서울 마포,98,1,2,0
2024-12-31,서울,서울 마포,99,7,22,0
2024-12-31,서울,서울 서대문,16,0,6,6
2024-12-31,서울,서울 서대문,17,0,17,17
2024-12-31,서울,서울 서대문,18,62,78,5
2024-12-31,서울,서울 서대문,19,247,468,7
2024-12-31,서울,서울 서대문,20,385,944,16
2024-12-31,서울,서울 서대문,21,581,1204,16
2024-12-31,서울,서울 서대문,22,720,1568,16
2024-12-31,서울,서울 서대문,23,861,2172,27
2024-12-31,서울,서울 서대문,24,1057,2569,36
2024-12-31,서울,서울 서대문,25,1078,2707,18
2024-12-31,서울,서울 서대문,26,1178,2774,29
2024-12-31,서울,서울 서대문,27,1310,2925,30
2024-12-31,서울,서울 서대문,28,1464,2940,19
2024-12-31,서울,서울 서대문,29,1554,2812,18
2024-12-31,서울,서울 서대문,30,1586,2780,23
2024-12-31,서울,서울 서대문,31,1661,2711,20
2024-12-31,서울,서울 서대문,32,1777,2558,21
2024-12-31,서울,서울 서대문,33,1820,2575,13
2024-12-31,서울,서울 서대문,34,1706,2316,9
2024-12-31,서울,서울 서대문,35,1671,2179,11
2024-12-31,서울,서울 서대문,36,1691,2160,10
2024-12-31,서울,서울 서대문,37,1853,2064,6
2024-12-31,서울,서울 서대문,38,1907,1938,17
2024-12-31,서울,서울 서대문,39,2046,1895,9
2024-12-31,서울,서울 서대문,40,2073,1709,9
2024-12-31,서울,서울 서대문,41,2364,1781,9
2024-12-31,서울,서울 서대문,42,2560,1874,14
2024-12-31,서울,서울 서대문,43,2603,1776,11
2024-12-31,서울,서울 서대문,44,2458,1704,5
2024-12-31,서울,서울 서대문,45,2370,1710,9
2024-12-31,서울,서울 서대문,46,2160,1463,7
2024-12-31,서울,서울 서대문,47,2221,1667,8
2024-12-31,서울,서울 서대문,48,2196,1533,5
2024-12-31,서울,서울 서대문,49,2340,1522,8
2024-12-31,서울,서울 서대문,50,2554,1747,9
2024-12-31,서울,서울 서대문,51,2497,1804,5
2024-12-31,서울,서울 서대문,52,2717,1806,11
2024-12-31,서울,서울 서대문,53,2956,1929,10
2024-12-31,서울,서울 서대문,54,2792,1884,12
2024-12-31,서울,서울 서대문,55,2796,1786,16
2024-12-31,서울,서울 서대문,56,2630,1715,12
2024-12-31,서울,서울 서대문,57,2397,1602,6
2024-12-31,서울,서울 서대문,58,2281,1315,11
2024-12-31,서울,서울 서대문,59,2390,1464,13
2024-12-31,서울,서울 서대문,60,2235,1367,15
2024-12-31,서울,서울 서대문,61,2159,1336,17
2024-12-31,서울,서울 서대문,62,2196,1347,18
2024-12-31,서울,서울 서대문,63,2263,1337,27
2024-12-31,서울,서울 서대문,64,2206,1334,19
2024-12-31,서울,서울 서대문,65,2125,1240,24
2024-12-31,서울,서울 서대문,66,1958,1139,18
2024-12-31,서울,서울 서대문,67,1817,1116,21
2024-12-31,서울,서울 서대문,68,1534,1060,18
2024-12-31,서울,서울 서대문,69,1612,1000,17
2024-12-31,서울,서울 서대문,70,1278,752,10
2024-12-31,서울,서울 서대문,71,1085,658,16
2024-12-31,서울,서울 서대문,72,1041,641,11
2024-12-31,서울,서울 서대문,73,651,394,14
2024-12-31,서울,서울 서대문,74,665,486,14
2024-12-31,서울,서울 서대문,75,625,448,12
2024-12-31,서울,서울 서대문,76,484,403,19
2024-12-31,서울,서울 서대문,77,471,380,13
2024-12-31,서울,서울 서대문,78,361,291,8
2024-12-31,서울,서울 서대문,79,287,241,8
2024-12-31,서울,서울 서대문,80,200,195,7
2024-12-31,서울,서울 서대문,81,169,200,5
2024-12-31,서울,서울 서대문,82,180,231,10
2024-12-31,서울,서울 서대문,83,132,169,12
2024-12-31,서울,서울 서대문,84,68,135,7
2024-12-31,서울,서울 서대문,85,72,129,7
2024-12-31,서울,서울 서대문,86,37,106,4
2024-12-31,서울,서울 서대문,87,37,93,2
2024-12-31,서울,서울 서대문,88,24,62,1
2024-12-31,서울,서울 서대문,89,22,47,6
2024-12-31,서울,서울 서대문,90,23,39,2
2024-12-31,서울,서울 서대문,91,7,20,0
2024-12-31,서울,서울 서대문,92,5,24,1
2024-12-31,서울,서울 서대문,93,5,22,0
2024-12-31,서울,서울 서대문,94,4,13,2
2024-12-31,서울,서울 서대문,95,4,12,0
2024-12-31,서울,서울 서대문,96,6,10,0
2024-12-31,서울,서울 서대문,97,1,6,0
2024-12-31,서울,서울 서대문,98,3,3,0
2024-12-31,서울,서울 서대문,99,5,13,0
2024-12-31,서울,서울 서초,16,0,7,7
2024-12-31,서울,서울 서초,17,0,19,19
2024-12-31,서울,서울 서초,18,57,128,10
2024-12-31,서울,서울 서초,19,257,792,8
2024-12-31,서울,서울 서초,20,373,1396,4
2024-12-31,서울,서울 서초,21,459,1673,8
2024-12-31,서울,서울 서초,22,527,1817,3
2024-12-31,서울,서울 서초,23,569,2221,2
2024-12-31,서울,서울 서초,24,658,2810,10
2024-12-31,서울,서울 서초,25,677,2976,14
2024-12-31,서울,서울 서초,26,850,3042,6
2024-12-31,서울,서울 서초,27,1048,3329,5
2024-12-31,서울,서울 서초,28,1214,3558,7
2024-12-31,서울,서울 서초,29,1282,3562,12
2024-12-31,서울,서울 서초,30,1497,3680,8
2024-12-31,서울,서울 서초,31,1522,3629,6
2024-12-31,서울,서울 서초,32,1681,3730,8
2024-12-31,서울,서울 서초,33,1701,3635,4
2024-12-31,서울,서울 서초,34,1732,3332,8
2024-12-31,서울,서울 서초,35,1720,3419,8
2024-12-31,서울,서울 서초,36,1838,3309,10
2024-12-31,서울,서울 서초,37,1921,3293,3
2024-12-31,서울,서울 서초,38,2084,3239,6
2024-12-31,서울,서울 서초,39,2291,3274,6
2024-12-31,서울,서울 서초,40,2523,3226,7
2024-12-31,서울,서울 서초,41,2900,3609,5
2024-12-31,서울,서울 서초,42,3167,3849,4
2024-12-31,서울,서울 서초,43,3456,3932,5
2024-12-31,서울,서울 서초,44,3395,4140,4
2024-12-31,서울,서울 서초,45,3508,4126,10
2024-12-31,서울,서울 서초,46,2918,3646,4
2024-12-31,서울,서울 서초,47,3299,3931,4
2024-12-31,서울,서울 서초,48,3339,3738,7
2024-12-31,서울,서울 서초,49,3368,3729,5
2024-12-31,서울,서울 서초,50,3678,3837,7
2024-12-31,서울,서울 서초,51,3553,3910,11
2024-12-31,서울,서울 서초,52,3596,3865,9
2024-12-31,서울,서울 서초,53,3650,3785,13
2024-12-31,서울,서울 서초,54,3619,3655,14
2024-12-31,서울,서울 서초,55,3451,3328,16
2024-12-31,서울,서울 서초,56,3095,3020,6
2024-12-31,서울,서울 서초,57,2789,2922,5
2024-12-31,서울,서울 서초,58,2428,2243,6
2024-12-31,서울,서울 서초,59,2603,2497,11
2024-12-31,서울,서울 서초,60,2495,2486,7
2024-12-31,서울,서울 서초,61,2301,2359,5
2024-12-31,서울,서울 서초,62,2344,2278,10
2024-12-31,서울,서울 서초,63,2313,2417,12
2024-12-31,서울,서울 서초,64,2255,2496,8
2024-12-31,서울,서울 서초,65,2244,2381,5
2024-12-31,서울,서울 서초,66,2238,2238,7
2024-12-31,서울,서울 서초,67,2105,2334,5
2024-12-31,서울,서울 서초,68,1811,2218,3
2024-12-31,서울,서울 서초,69,1939,2297,4
2024-12-31,서울,서울 서초,70,1595,1748,10
2024-12-31,서울,서울 서초,71,1406,1766,6
2024-12-31,서울,서울 서초,72,1340,1739,10
2024-12-31,서울,서울 서초,73,858,1193,3
2024-12-31,서울,서울 서초,74,946,1255,4
2024-12-31,서울,서울 서초,75,877,1297,3
2024-12-31,서울,서울 서초,76,805,1308,2
2024-12-31,서울,서울 서초,77,680,1165,4
2024-12-31,서울,서울 서초,78,511,961,4
2024-12-31,서울,서울 서초,79,350,795,5
2024-12-31,서울,서울 서초,80,300,699,6
2024-12-31,서울,서울 서초,81,269,614,3
2024-12-31,서울,서울 서초,82,249,597,8
2024-12-31,서울,서울 서초,83,139,457,3
2024-12-31,서울,서울 서초,84,130,356,1
2024-12-31,서울,서울 서초,85,96,309,2
2024-12-31,서울,서울 서초,86,56,201,1
2024-12-31,서울,서울 서초,87,53,189,1
2024-12-31,서울,서울 서초,88,32,149,0
2024-12-31,서울,서울 서초,89,19,123,2
2024-12-31,서울,서울 서초,90,17,66,0
2024-12-31,서울,서울 서초,91,13,63,0
2024-12-31,서울,서울 서초,92,12,55,1
2024-12-31,서울,서울 서초,93,7,29,0
2024-12-31,서울,서울 서초,94,4,19,0
2024-12-31,서울,서울 서초,95,5,16,0
2024-12-31,서울,서울 서초,96,3,9,0
2024-12-31,서울,서울 서초,97,5,16,0
2024-12-31,서울,서울 서초,98,1,8,0
2024-12-31,서울,서울 서초,99,11,31,0
2024-12-31,서울,서울 성동,16,0,8,8
2024-12-31,서울,서울 성동,17,0,12,12
2024-12-31,서울,서울 성동,18,50,80,14
2024-12-31,서울,서울 성동,19,216,442,10
2024-12-31,서울,서울 성동,20,302,732,12
2024-12-31,서울,서울 성동,21,399,943,7
2024-12-31,서울,서울 성동,22,507,1238,8
2024-12-31,서울,서울 성동,23,648,1605,13
2024-12-31,서울,서울 성동,24,880,2120,13
2024-12-31,서울,서울 성동,25,909,2213,15
2024-12-31,서울,서울 성동,26,1031,2301,19
2024-12-31,서울,서울 성동,27,1114,2578,27
2024-12-31,서울,서울 성동,28,1299,2535,25
2024-12-31,서울,서울 성동,29,1420,2722,23
2024-12-31,서울,서울 성동,30,1438,2793,18
2024-12-31,서울,서울 성동,31,1582,2778,13
2024-12-31,서울,서울 성동,32,1722,2874,16
2024-12-31,서울,서울 성동,33,1805,2756,11
2024-12-31,서울,서울 성동,34,1738,2625,12
2024-12-31,서울,서울 성동,35,1607,2485,15
2024-12-31,서울,서울 성동,36,1723,2513,7
2024-12-31,서울,서울 성동,37,1751,2391,10
2024-12-31,서울,서울 성동,38,1914,2077,10
2024-12-31,서울,서울 성동,39,1900,1998,14
2024-12-31,서울,서울 성동,40,1975,1894,11
2024-12-31,서울,서울 성동,41,2198,1881,10
2024-12-31,서울,서울 성동,42,2337,1932,13
2024-12-31,서울,서울 성동,43,2199,1904,10
2024-12-31,서울,서울 성동,44,2162,1747,9
2024-12-31,서울,서울 성동,45,1979,1690,11
2024-12-31,서울,서울 성동,46,1721,1466,16
2024-12-31,서울,서울 성동,47,1801,1570,11
2024-12-31,서울,서울 성동,48,1845,1508,9
2024-12-31,서울,서울 성동,49,1814,1603,10
2024-12-31,서울,서울 성동,50,1964,1656,11
2024-12-31,서울,서울 성동,51,2150,1735,15
2024-12-31,서울,서울 성동,52,2067,1747,9
2024-12-31,서울,서울 성동,53,2373,1831,8
2024-12-31,서울,서울 성동,54,2299,1878,13
2024-12-31,서울,서울 성동,55,2244,1850,14
2024-12-31,서울,서울 성동,56,2237,1658,18
2024-12-31,서울,서울 성동,57,1990,1547,20
2024-12-31,서울,서울 성동,58,1824,1295,23
2024-12-31,서울,서울 성동,59,1937,1552,19
2024-12-31,서울,서울 성동,60,1884,1410,26
2024-12-31,서울,서울 성동,61,1809,1336,27
2024-12-31,서울,서울 성동,62,1907,1463,34
2024-12-31,서울,서울 성동,63,1924,1324,33
2024-12-31,서울,서울 성동,64,1906,1401,44
2024-12-31,서울,서울 성동,65,1692,1232,27
2024-12-31,서울,서울 성동,66,1596,1170,28
2024-12-31,서울,서울 성동,67,1479,1195,25
2024-12-31,서울,서울 성동,68,1267,1086,35
2024-12-31,서울,서울 성동,69,1288,1025,26
2024-12-31,서울,서울 성동,70,1023,845,16
2024-12-31,서울,서울 성동,71,877,687,26
2024-12-31,서울,서울 성동,72,845,661,23
2024-12-31,서울,서울 성동,73,521,416,16
2024-12-31,서울,서울 성동,74,565,457,15
2024-12-31,서울,서울 성동,75,500,430,8
2024-12-31,서울,서울 성동,76,398,383,11
2024-12-31,서울,서울 성동,77,396,389,10
2024-12-31,서울,서울 성동,78,283,282,11
2024-12-31,서울,서울 성동,79,178,233,7
2024-12-31,서울,서울 성동,80,177,208,6
2024-12-31,서울,서울 성동,81,133,189,5
2024-12-31,서울,서울 성동,82,132,167,8
2024-12-31,서울,서울 성동,83,93,137,5
2024-12-31,서울,서울 성동,84,56,128,4
2024-12-31,서울,서울 성동,85,45,71,1
2024-12-31,서울,서울 성동,86,26,47,2
2024-12-31,서울,서울 성동,87,18,55,3
2024-12-31,서울,서울 성동,88,16,54,4
2024-12-31,서울,서울 성동,89,7,36,1
2024-12-31,서울,서울 성동,90,4,23,1
2024-12-31,서울,서울 성동,91,13,17,3
2024-12-31,서울,서울 성동,92,3,13,1
2024-12-31,서울,서울 성동,93,0,6,0
2024-12-31,서울,서울 성동,94,3,4,0
2024-12-31,서울,서울 성동,95,0,6,0
2024-12-31,서울,서울 성동,96,2,4,0
2024-12-31,서울,서울 성동,97,1,6,0
2024-12-31,서울,서울 성동,98,0,3,0
2024-12-31,서울,서울 성동,99,2,8,0
2024-12-31,서울,서울 성북,16,0,9,9
2024-12-31,서울,서울 성북,17,0,34,34
2024-12-31,서울,서울 성북,18,109,129,23
2024-12-31,서울,서울 성북,19,472,846,11
2024-12-31,서울,서울 성북,20,711,1437,12
2024-12-31,서울,서울 성북,21,876,1904,23
2024-12-31,서울,서울 성북,22,1150,2260,21
2024-12-31,서울,서울 성북,23,1461,3000,32
2024-12-31,서울,서울 성북,24,1541,3488,44
2024-12-31,서울,서울 성북,25,1610,3367,34
2024-12-31,서울,서울 성북,26,1532,3453,29
2024-12-31,서울,서울 성북,27,1692,3577,28
2024-12-31,서울,서울 성북,28,1754,3394,28
2024-12-31,서울,서울 성북,29,1910,3329,33
2024-12-31,서울,서울 성북,30,1994,3392,34
2024-12-31,서울,서울 성북,31,2071,3138,27
2024-12-31,서울,서울 성북,32,2324,3019,24
2024-12-31,서울,서울 성북,33,2199,2985,21
2024-12-31,서울,서울 성북,34,2247,2671,12
2024-12-31,서울,서울 성북,35,2214,2652,9
2024-12-31,서울,서울 성북,36,2310,2524,11
2024-12-31,서울,서울 성북,37,2340,2416,10
2024-12-31,서울,서울 성북,38,2540,2363,20
2024-12-31,서울,서울 성북,39,2668,2221,14
2024-12-31,서울,서울 성북,40,2742,2194,15
2024-12-31,서울,서울 성북,41,3283,2294,14
2024-12-31,서울,서울 성북,42,3460,2345,17
2024-12-31,서울,서울 성북,43,3487,2426,13
2024-12-31,서울,서울 성북,44,3538,2345,13
2024-12-31,서울,서울 성북,45,3454,2368,15
2024-12-31,서울,서울 성북,46,3051,1956,15
2024-12-31,서울,서울 성북,47,3188,2171,9
2024-12-31,서울,서울 성북,48,3300,2215,13
2024-12-31,서울,서울 성북,49,3392,2239,10
2024-12-31,서울,서울 성북,50,3765,2461,18
2024-12-31,서울,서울 성북,51,3844,2678,22
2024-12-31,서울,서울 성북,52,4038,2593,19
2024-12-31,서울,서울 성북,53,4150,2719,21
2024-12-31,서울,서울 성북,54,4115,2564,15
2024-12-31,서울,서울 성북,55,3930,2460,22
2024-12-31,서울,서울 성북,56,3714,2236,29
2024-12-31,서울,서울 성북,57,3374,2101,22
2024-12-31,서울,서울 성북,58,3091,1772,34
2024-12-31,서울,서울 성북,59,3051,1842,26
2024-12-31,서울,서울 성북,60,3032,1857,24
2024-12-31,서울,서울 성북,61,2749,1730,29
2024-12-31,서울,서울 성북,62,2927,1791,32
2024-12-31,서울,서울 성북,63,2897,1773,27
2024-12-31,서울,서울 성북,64,3023,1830,45
2024-12-31,서울,서울 성북,65,2783,1574,46
2024-12-31,서울,서울 성북,66,2523,1505,28
2024-12-31,서울,서울 성북,67,2473,1470,32
2024-12-31,서울,서울 성북,68,2176,1345,39
2024-12-31,서울,서울 성북,69,2247,1347,26
2024-12-31,서울,서울 성북,70,1759,996,28
2024-12-31,서울,서울 성북,71,1483,905,31
2024-12-31,서울,서울 성북,72,1486,942,32
2024-12-31,서울,서울 성북,73,891,532,29
2024-12-31,서울,서울 성북,74,946,621,25
2024-12-31,서울,서울 성북,75,839,571,20
2024-12-31,서울,서울 성북,76,765,533,25
2024-12-31,서울,서울 성북,77,665,469,15
2024-12-31,서울,서울 성북,78,479,385,17
2024-12-31,서울,서울 성북,79,357,293,13
2024-12-31,서울,서울 성북,80,276,264,21
2024-12-31,서울,서울 성북,81,243,267,14
2024-12-31,서울,서울 성북,82,252,287,19
2024-12-31,서울,서울 성북,83,169,230,11
2024-12-31,서울,서울 성북,84,115,177,6
2024-12-31,서울,서울 성북,85,88,155,8
2024-12-31,서울,서울 성북,86,48,130,11
2024-12-31,서울,서울 성북,87,39,83,4
2024-12-31,서울,서울 성북,88,30,65,3
2024-12-31,서울,서울 성북,89,17,54,4
2024-12-31,서울,서울 성북,90,24,43,2
2024-12-31,서울,서울 성북,91,12,33,2
2024-12-31,서울,서울 성북,92,4,24,2
2024-12-31,서울,서울 성북,93,7,10,0
2024-12-31,서울,서울 성북,94,5,17,0
2024-12-31,서울,서울 성북,95,7,11,0
2024-12-31,서울,서울 성북,96,2,7,1
2024-12-31,서울,서울 성북,97,1,1,0
2024-12-31,서울,서울 성북,98,1,1,0
2024-12-31,서울,서울 성북,99,11,17,1
2024-12-31,서울,서울 송파,16,0,11,11
2024-12-31,서울,서울 송파,17,0,37,37
2024-12-31,서울,서울 송파,18,75,164,19
2024-12-31,서울,서울 송파,19,406,862,18
2024-12-31,서울,서울 송파,20,617,1535,22
2024-12-31,서울,서울 송파,21,811,1967,29
2024-12-31,서울,서울 송파,22,957,2264,18
2024-12-31,서울,서울 송파,23,1095,3079,14
2024-12-31,서울,서울 송파,24,1419,4066,21
2024-12-31,서울,서울 송파,25,1504,4341,19
2024-12-31,서울,서울 송파,26,1743,5034,27
